"Name","Rarity","Level","Price"
Boots of Elvenkind,Common,"5","145 gp"
Auspicious Scepter,Common,"5","150 gp"
Cinderclaw Gauntlet,Uncommon,"5","150 gp"
Conundrum Spectacles,Uncommon,"5","150 gp"
Corpseward Pendant,Uncommon,"5","150 gp"
Dagger of Venom,Common,"5","150 gp"
Disrupting,Common,"5","150 gp"
Dog-Bone Knife,Uncommon,"5","150 gp"
Goggles of Night,Common,"5","150 gp"
Grim Ring,Uncommon,"5","150 gp"
Infiltrator's Accessory,Common,"5","150 gp"
Pacifying,Uncommon,"5","150 gp"
Paired,Uncommon,"5","150 gp"
Poisonous Dagger,Common,"5","150 gp"
Quick Runner's Shirt,Uncommon,"5","150 gp"
Secret-Keeper's Mask (Gray Master),Rare,"5","150 gp"
Shade Hat,Uncommon,"5","150 gp"
Spirit-Singer,Rare,"5","150 gp"
Sun Wheel,Rare,"5","150 gp"
True Name Amulet (Lesser),Rare,"5","150 gp"
Vanishing Wayfinder,Uncommon,"5","150 gp"
Caterwaul Sling,Common,"5","155 gp"
Metuak's Pendant,Unique,"5","155 gp"
Armor Potency (+1),Common,"5","160 gp"
Bort's Blessing,Rare,"5","160 gp"
Burr Shield,Common,"5","160 gp"
Darkvision Scope,Common,"5","160 gp"
Fearsome,Common,"5","160 gp"
Fleshgem (Combat),Uncommon,"5","160 gp"
Folding Drums,Uncommon,"5","160 gp"
Heated Cloak,Uncommon,"5","160 gp"
Holy Prayer Beads,Uncommon,"5","160 gp"
Magic Armor (+1),Common,"5","160 gp"
Magic Wand (2nd-Level Spell),Common,"5","160 gp"
Merchant's Guile,Uncommon,"5","160 gp"
Metronomic Hammer,Uncommon,"5","160 gp"
Ring of Minor Arcana,Uncommon,"5","160 gp"
Ring of the Weary Traveler,Uncommon,"5","160 gp"
Stalwart's Ring,Uncommon,"5","160 gp"
Thunder Helm,Uncommon,"5","160 gp"
Wand of Caustic Effluence,Rare,"5","160 gp"
Wand of Continuation (1st-Level Spell),Common,"5","160 gp"
Wand of Manifold Missiles (1st-Level Spell),Common,"5","160 gp"
Warcaller's Chime of Resistance,Uncommon,"5","160 gp"
Warrior's Training Ring,Uncommon,"5","160 gp"
Instructions for Lasting Agony,Common,"5","200 gp"
Reaper's Lancet,Unique,"5","200 gp"
Armored Carriage,Uncommon,"5","400 gp"
Firefly,Uncommon,"5","450 gp"
Bathysphere,Uncommon,"5","480 gp"
Snowshoes of the Long Trek,Uncommon,"5","550 gp"
Cryolite Eye,Rare,"6","0"
Addiction Suppressant (Moderate),Rare,"6","30 gp"
Forgetful Ink,Uncommon,"6","32 gp"
Restful Sleep Fulu,Common,"6","32 gp"
Antidote (Moderate),Common,"6","35 gp"
Antiplague (Moderate),Common,"6","35 gp"
Flare Beacon (Moderate),Uncommon,"6","35 gp"
Peacemaker,Common,"6","35 gp"
Oil of Weightlessness (Greater),Common,"6","36 gp"
Winterstep Elixir (Lesser),Uncommon,"6","36 gp"
Feather Token (Tree),Common,"6","38 gp"
Barricade Stone (Sphere),Uncommon,"6","40 gp"
Bloodhound Mask (Moderate),Common,"6","40 gp"
Explosive Mine (Moderate),Uncommon,"6","40 gp"
Fulus of Concealment,Common,"6","40 gp"
Ghostbane Fulu,Common,"6","40 gp"
Giant Scorpion Venom,Common,"6","40 gp"
Liquid Gold,Uncommon,"6","40 gp"
Mirror-Ball Snare,Uncommon,"6","40 gp"
Nauseating Snare,Common,"6","40 gp"
Peachwood Talisman,Uncommon,"6","40 gp"
Salve of Antiparalysis,Common,"6","40 gp"
Shortbread Spy,Uncommon,"6","40 gp"
Demon Dust,Uncommon,"6","45 gp"
Extended Deteriorating Dust,Uncommon,"6","45 gp"
Piercing Whistle Snare,Rare,"6","45 gp"
Potion of Resistance (Lesser),Common,"6","45 gp"
Truth Potion,Uncommon,"6","46 gp"
Binding Coil,Common,"6","50 gp"
Black Powder (Keg),Uncommon,"6","50 gp"
Dispersing Bullet,Common,"6","50 gp"
Dust of Appearance,Common,"6","50 gp"
Feather Token (Balloon),Common,"6","50 gp"
Golden Silencer (Standard),Uncommon,"6","50 gp"
Healing Potion (Moderate),Common,"6","50 gp"
Iron Cube,Common,"6","50 gp"
Oil of Unlife (Moderate),Common,"6","50 gp"
Potion of Retaliation (Moderate),Common,"6","50 gp"
Potion of Swimming,Common,"6","50 gp"
Skeptic's Elixir (Moderate),Uncommon,"6","50 gp"
Terrifying Ammunition,Common,"6","50 gp"
Vaccine (Moderate),Rare,"6","50 gp"
Mistform Elixir (Moderate),Common,"6","56 gp"
Bi-Resonant Wayfinder,Uncommon,"6","200 gp"
Chatterer of Follies,Uncommon,"6","200 gp"
Choker of Elocution,Common,"6","200 gp"
Chronicler Wayfinder,Uncommon,"6","200 gp"
Clockwork Disguise,Uncommon,"6","200 gp"
Clockwork Diving Suit,Uncommon,"6","200 gp"
Deck of Illusions,Uncommon,"6","200 gp"
Lady's Knife,Uncommon,"6","200 gp"
Light Writer,Rare,"6","200 gp (3 gp for 10 metal plates)"
Misdirecting Haversack,Uncommon,"6","200 gp"
Pathfinder's Pouch,Uncommon,"6","200 gp"
Private Workshop,Uncommon,"6","200 gp"
Ready,Common,"6","200 gp"
Spirit-Singer (Handheld),Rare,"6","200 gp"
Traveler's Any-Tool,Common,"6","200 gp"
Bestiary of Metamorphosis,Common,"6","210 gp"
Herd Mask,Uncommon,"6","210 gp"
Shifter Prosthesis,Common,"6","210 gp"
Society Portrait,Uncommon,"6","210 gp"
Sure-Step Crampons,Uncommon,"6","210 gp"
Codex of Unimpeded Sight,Common,"6","215 gp"
Bellflower Toolbelt,Rare,"6","220 gp"
Ghoul Hide,Uncommon,"6","220 gp"
Ring of the Ram,Common,"6","220 gp"
Warding Tattoo (Wave),Common,"6","220 gp"
Aeon Stone (Western Star),Uncommon,"6","225 gp"
Demolishing,Rare,"6","225 gp"
Dread (Lesser),Uncommon,"6","225 gp"
Hauling,Uncommon,"6","225 gp"
Horned Hand Rests,Common,"6","225 gp"
Insistent Door Knocker,Common,"6","225 gp"
Shifting,Common,"6","225 gp"
Spiritsight Ring,Uncommon,"6","225 gp"
Verdant Staff,Common,"6","225 gp"
Aeon Stone (Gold Nodule),Uncommon,"6","230 gp"
Clandestine Cloak,Uncommon,"6","230 gp"
Endless Grimoire,Common,"6","230 gp"
Horn of Fog,Common,"6","230 gp"
Primeval Mistletoe,Common,"6","230 gp"
Ringmaster's Staff,Uncommon,"6","230 gp"
Staff of Abjuration,Common,"6","230 gp"
Staff of Conjuration,Common,"6","230 gp"
Staff of Divination,Common,"6","230 gp"
Staff of Enchantment,Common,"6","230 gp"
Staff of Evocation,Common,"6","230 gp"
Staff of Illusion,Common,"6","230 gp"
Staff of Impossible Visions,Uncommon,"6","230 gp"
Staff of Necromancy,Common,"6","230 gp"
Staff of Providence,Common,"6","230 gp"
Staff of the Desert Winds,Common,"6","230 gp"
Staff of Transmutation,Common,"6","230 gp"
Storyteller's Opus,Common,"6","230 gp"
Vaultbreaker's Harness,Uncommon,"6","230 gp"
Acrobat's Staff,Uncommon,"6","235 gp"
Chime of Opening,Uncommon,"6","235 gp"
Midday Lantern (Lesser),Uncommon,"6","235 gp"
Twilight Lantern (Lesser),Uncommon,"6","235 gp"
Bloodletting Kukri,Uncommon,"6","240 gp"
Gingerbread House,Uncommon,"6","240 gp"
Goz Mask (Greater),Uncommon,"6","240 gp"
Iris of the Sky,Unique,"6","240 gp"
Lantern of Empty Light,Rare,"6","240 gp"
Staff of Final Rest,Uncommon,"6","240 gp"
Lion's Shield,Common,"6","245 gp"
Ring of Energy Resistance,Common,"6","245 gp"
Blast Foot,Common,"6","250 gp"
Brain Cylinder,Rare,"6","250 gp"
Clockwork Recorder,Rare,"6","250 gp"
Conflagration Club,Common,"6","250 gp"
Cooperative Blade,Unique,"6","250 gp"
Crown of the Companion,Uncommon,"6","250 gp"
Dragon's Breath (2nd-Level Spell),Uncommon,"6","250 gp"
Energizing,Uncommon,"6","250 gp"
Gluttonous Spear,Uncommon,"6","250 gp"
Hag Eye (Stoney),Rare,"6","250 gp"
Lucky Kitchen Witch,Uncommon,"6","250 gp"
Sarkorian God-Caller Garb,Uncommon,"6","250 gp"
Secret-Keeper's Mask (Father Skinsaw),Rare,"6","250 gp"
Singing Muse,Uncommon,"6","250 gp"
Spellguard Shield,Common,"6","250 gp"
Spider Gun,Uncommon,"6","250 gp"
Spike Launcher,Uncommon,"6","250 gp"
Staff of the Dreamlands,Uncommon,"6","250 gp"
Twining Staff,Common,"6","250 gp"
Wand of Hopeless Night (2nd-Level Spell),Common,"6","250 gp"
Wand of Noisome Acid (2nd-Level Spell),Uncommon,"6","250 gp"
Wand of Teeming Ghosts (2nd-Level Spell),Uncommon,"6","250 gp"
Wand of Widening (2nd-Level Spell),Common,"6","250 gp"
Warcaller's Chime of Blasting,Uncommon,"6","250 gp"
Warding Tattoo (Trail),Common,"6","250 gp"
Clockwork Hopper,Uncommon,"6","750 gp"
Cutter,Common,"6","750 gp"
Sand Barge,Uncommon,"6","750 gp"
Cauldron of Flying,Rare,"6","1,100 gp"
Hand-Hewed Face,Rare,"7","0"
Martyr's Shield,Rare,"7","0"
Swirling Sand,Rare,"7","52 gp"
Smokestick (Greater),Common,"7","53 gp"
Comprehension Elixir (Greater),Common,"7","54 gp"
Feather Token (Anchor),Common,"7","55 gp"
Giant Wasp Venom,Common,"7","55 gp"
Grim Trophy,Common,"7","55 gp"
Isolation Draught,Uncommon,"7","55 gp"
Leaper's Elixir (Greater),Common,"7","55 gp"
Malyass Root Paste,Common,"7","55 gp"
Persistent Lodestone,Common,"7","55 gp"
Ration Tonic (Greater),Common,"7","55 gp"
Skinstitch Salve,Common,"7","55 gp"
Sovereign Glue,Common,"7","55 gp"
Starshot Arrow (Lesser),Rare,"7","55 gp"
Toadskin Salve (Greater),Uncommon,"7","55 gp"
Whisper Briolette,Uncommon,"7","55 gp"
Addlebrain,Rare,"7","58 gp"
Big Rock Bullet,Uncommon,"7","60 gp"
Candle of Revealing,Common,"7","60 gp"
Curled Cure Gel,Common,"7","60 gp"
Dimensional Knot,Common,"7","60 gp"
Envenomed Snare,Uncommon,"7","60 gp"
Fire and Iceberg,Uncommon,"7","60 gp"
Invisible Net,Uncommon,"7","60 gp"
Serum of Sex Shift,Common,"7","60 gp"
Server's Stew,Uncommon,"7","60 gp"
Sloughing Toxin,Rare,"7","60 gp"
Smoke  Screen Snare (Greater),Uncommon,"7","60 gp"
Camp Shroud (Lesser),Uncommon,"7","65 gp"
Fairy Bullet,Uncommon,"7","65 gp"
Putrescent Glob,Uncommon,"7","65 gp"
Stepping Stone Shot,Uncommon,"7","65 gp"
Murderer's Knot,Common,"7","66 gp"
4th-Level Scroll,Common,"7","70 gp"
Ablative Armor Plating (Greater),Uncommon,"7","70 gp"
Ablative Shield Plating (Greater),Uncommon,"7","70 gp"
Cold Comfort (Lesser),Uncommon,"7","70 gp"
Corrosive Ammunition,Common,"7","70 gp"
Dragon's Breath Potion (Young),Common,"7","70 gp"
Knockout Dram,Uncommon,"7","70 gp"
Meteor Shot,Uncommon,"7","70 gp"
Saints' Balm,Uncommon,"7","70 gp"
Spellstrike Ammunition (Type III),Common,"7","70 gp"
Succubus Kiss,Rare,"7","70 gp"
Swift Block Cabochon,Uncommon,"7","70 gp"
Topology Protoplasm,Common,"7","70 gp"
Everyneed Pack (Greater),Uncommon,"7","100 gp"
Red-Rib Gill Mask (Moderate),Rare,"7","100 gp"
Necklace of Fireballs II,Common,"7","115 gp"
Cold Iron Object (Standard-Grade),Common,"7","250 gp (per Bulk)"
Silver Object (Standard-Grade),Common,"7","250 gp (per Bulk)"
Staff of Nature's Cunning,Common,"7","250 gp"
Bag of Holding (Type II),Common,"7","300 gp"
Clockwork Heels,Rare,"7","300 gp"
Cold Iron Buckler (Standard-Grade),Common,"7","300 gp"
Conducting,Common,"7","300 gp"
Mirror of Sleeping Vigil,Uncommon,"7","300 gp"
Rope of Climbing (Greater),Common,"7","300 gp"
Sealing Chest (Moderate),Uncommon,"7","300 gp"
Silver Buckler (Standard-Grade),Common,"7","300 gp"
Unmemorable Mantle,Common,"7","300 gp"
Warding Tattoo (Fiend),Uncommon,"7","300 gp"
Wovenwood Shield (Lesser),Uncommon,"7","305 gp"
Bottled Air,Common,"7","320 gp"
Dawnlight (Greater),Uncommon,"7","320 gp"
Decanter of Endless Water,Common,"7","320 gp"
Energy Robe (Fire),Uncommon,"7","320 gp"
Inubrix Buckler (Standard-Grade),Rare,"7","320 gp"
Jar of Shifting Sands,Common,"7","320 gp"
Restful Tent,Common,"7","320 gp"
Spellguard Blade,Common,"7","320 gp"
Aeon Stone (Clear Spindle),Uncommon,"7","325 gp"
Ethersight Ring,Uncommon,"7","325 gp"
Guiding Star,Common,"7","325 gp"
Queasy Lantern (Lesser),Uncommon,"7","325 gp"
Ring of Sustenance,Uncommon,"7","325 gp"
Slippers of Spider Climbing,Common,"7","325 gp"
Barding Saddle,Uncommon,"7","330 gp"
Collar of the Eternal Bond,Common,"7","330 gp"
Deathless,Uncommon,"7","330 gp"
Boots of Bounding,Common,"7","340 gp"
Cold Iron Shield (Standard-Grade),Common,"7","340 gp"
Gloves of Storing,Uncommon,"7","340 gp"
Hat of Disguise (Greater),Common,"7","340 gp"
Horseshoes of Speed,Common,"7","340 gp"
Silver Shield (Standard-Grade),Common,"7","340 gp"
Wondrous Figurine (Jade Serpent),Common,"7","340 gp"
Wounding,Common,"7","340 gp"
Aeon Stone (Tourmaline Sphere),Uncommon,"7","350 gp"
Called (Weapon Rune),Common,"7","350 gp"
Maestro's Chair,Common,"7","350 gp"
Reflexive Tattoo,Uncommon,"7","350 gp"
Staff-Storing Shield,Common,"7","350 gp"
Swarmform Collar,Uncommon,"7","350 gp"
Undead Scourge,Uncommon,"7","350 gp"
Wind-Catcher,Uncommon,"7","350 gp"
Wondrous Figurine (Rubber Bear),Uncommon,"7","350 gp"
Inubrix Shield (Standard-Grade),Rare,"7","352 gp"
Cloak of Elvenkind,Common,"7","360 gp"
Crown of Insight,Uncommon,"7","360 gp"
Detector Stone,Uncommon,"7","360 gp"
Dragon's Eye Charm,Uncommon,"7","360 gp"
Etheric Essence Disruptor (Moderate),Uncommon,"7","360 gp"
Fulminating Spear,Uncommon,"7","360 gp"
Lady's Spiral,Uncommon,"7","360 gp"
Liar's Gun,Uncommon,"7","360 gp"
Magic Wand (3rd-Level Spell),Common,"7","360 gp"
Material Essence Disruptor (Moderate),Uncommon,"7","360 gp"
Moonlit Chain,Common,"7","360 gp"
Ring of Wizardry (Type I),Uncommon,"7","360 gp"
Slime Whip,Uncommon,"7","360 gp"
Spined Shield,Common,"7","360 gp"
Sturdy Shield (Lesser),Common,"7","360 gp"
Swiftmount Saddle,Uncommon,"7","360 gp"
Tentacle Cannon,Uncommon,"7","360 gp"
Wand of Continuation (2nd-Level Spell),Common,"7","360 gp"
Wand of Fey Flames,Uncommon,"7","360 gp"
Wand of Spiritual Warfare (2nd-Level),Uncommon,"7","360 gp"
Wand of the Spider (2nd-Level Spell),Common,"7","360 gp"
Winder's Ring,Uncommon,"7","360 gp"
Drover's Band,Rare,"7","675 gp"
Sky Chariot, Light,Uncommon,"7","1,000 gp"
Snail Coach,Uncommon,"7","1,000 gp"
Strider,Uncommon,"7","1,200 gp"
Bottomless Purse,Rare,"8","0"
Jax,Unique,"8","0"
Right of Retribution,Rare,"8","0"
Sunken Pistol,Rare,"8","0"
Bomb Snare,Common,"8","75 gp"
Candle of Truth,Uncommon,"8","75 gp"
Grasping Snare,Uncommon,"8","75 gp"
Malleable Mixture (Lesser),Uncommon,"8","75 gp"
Mnemonic Acid,Uncommon,"8","75 gp"
Nettleweed Residue,Common,"8","75 gp"
Rusting Snare,Rare,"8","75 gp"
Smoke Fan (Greater),Uncommon,"8","75 gp"
Striking Snare,Common,"8","75 gp"
Vermin Repellent Agent (Moderate),Uncommon,"8","75 gp"
Feather Token (Swan Boat),Common,"8","76 gp"
Barricade Stone (Cube),Uncommon,"8","80 gp"
Chameleon Suit (Greater),Uncommon,"8","80 gp"
Clockwork Goggles (Major),Uncommon,"8","80 gp"
Exsanguinating Ammunition (Greater),Common,"8","80 gp"
Liquid Gold (Greater),Uncommon,"8","80 gp"
Scour,Uncommon,"8","80 gp"
Skull Bomb,Uncommon,"8","80 gp"
Wyvern Poison,Common,"8","80 gp"
Oil of Object Animation,Uncommon,"8","85 gp"
Darkvision Elixir (Greater),Common,"8","90 gp"
Metalmist Sphere (Moderate),Uncommon,"8","90 gp"
Potion of Quickness,Common,"8","90 gp"
Shrinking Potion (Greater),Common,"8","90 gp"
Spirit Snare,Rare,"8","90 gp"
Potion of Shared Life,Common,"8","95 gp"
Clockwork Spider Bomb,Uncommon,"8","100 gp"
Detect Anathema Fulu,Uncommon,"8","100 gp"
Dust of Corpse Animation,Uncommon,"8","100 gp"
Gallows Tooth,Common,"8","100 gp"
Hype,Rare,"8","100 gp"
Jade Bauble,Common,"8","100 gp"
Orchestral Brooch,Common,"8","100 gp"
Potion of Disguise (Moderate),Uncommon,"8","100 gp"
Potion of Flying,Common,"8","100 gp"
Runescribed Disk,Uncommon,"8","100 gp"
Stormfeather,Common,"8","100 gp"
Resilient,Common,"8","340 gp"
Adamantine Object (Standard-Grade),Uncommon,"8","350 gp (per Bulk)"
Darkwood Object (Standard-Grade),Uncommon,"8","350 gp (per Bulk)"
Dragonhide Object (Standard-Grade),Uncommon,"8","350 gp (per Bulk)"
Mithral Object (Standard-Grade),Uncommon,"8","350 gp (per Bulk)"
Siccatite Object (Standard-Grade),Rare,"8","350 gp (per Bulk)"
Sisterstone Object (Standard-Grade),Rare,"8","350 gp (per Bulk)"
Waffle Iron (Mithral),Uncommon,"8","355 gp"
Abysium Buckler (Standard-Grade),Rare,"8","400 gp"
Adamantine Buckler (Standard-Grade),Uncommon,"8","400 gp"
Darkwood Buckler (Standard-Grade),Uncommon,"8","400 gp"
Djezet Alloy Object (Standard-Grade),Rare,"8","400 gp (per Bulk)"
Dragonhide Buckler (Standard-Grade),Uncommon,"8","400 gp"
Inubrix Object (Standard-Grade),Rare,"8","400 gp (per Bulk)"
Mithral Buckler (Standard-Grade),Uncommon,"8","400 gp"
Noqual Object (Standard-Grade),Rare,"8","400 gp (per Bulk)"
Siccatite Buckler (Standard-Grade),Rare,"8","400 gp"
Alluring Scarf,Uncommon,"8","415 gp"
Habu's Cudgel,Unique,"8","415 gp"
Energy-Resistant,Common,"8","420 gp"
Spellbook of Redundant Enchantment,Common,"8","420 gp"
Swarmsuit (Impenetrable),Common,"8","420 gp"
Brooch of Inspiration,Uncommon,"8","425 gp"
Fanged (Greater),Uncommon,"8","425 gp"
Five-Feather Wreath (Greater),Common,"8","425 gp"
Flaming Star (Greater),Common,"8","425 gp"
Rhinoceros Mask (Greater),Uncommon,"8","425 gp"
Staff of Illumination,Common,"8","425 gp"
Steam Winch,Rare,"8","425 gp"
Backfire Mantle (Greater),Common,"8","430 gp"
Abysium Shield (Standard-Grade),Rare,"8","440 gp"
Adamantine Shield (Standard-Grade),Uncommon,"8","440 gp"
Darkwood Shield (Standard-Grade),Uncommon,"8","440 gp"
Dragonhide Shield (Standard-Grade),Uncommon,"8","440 gp"
Mithral Shield (Standard-Grade),Uncommon,"8","440 gp"
Siccatite Shield (Standard-Grade),Rare,"8","440 gp"
Abysium Object (Standard-Grade),Rare,"8","450 gp (per Bulk)"
Bracers of Armor I,Common,"8","450 gp"
Cordelia's Construct Key,Uncommon,"8","450 gp"
Duelist's Beacon,Uncommon,"8","450 gp"
Eclipse,Unique,"8","450 gp"
Empathic Cords,Rare,"8","450 gp"
Encompassing Lockpick,Uncommon,"8","450 gp"
Energy Robe (Cold),Uncommon,"8","450 gp"
Eye of the Unseen,Common,"8","450 gp"
Fleshgem (Earthspeaker),Uncommon,"8","450 gp"
Grim Sandglass (Greater),Common,"8","450 gp"
Hag Eye (Smokey),Rare,"8","450 gp"
Mentalist's Staff (Greater),Common,"8","450 gp"
Perfect Droplet (Greater),Common,"8","450 gp"
Poisoner's Staff (Greater),Uncommon,"8","450 gp"
Slick (Greater),Common,"8","450 gp"
Spiritsight Crossbow,Uncommon,"8","450 gp"
Staff of Fire (Greater),Common,"8","450 gp"
Warding Tablets,Common,"8","450 gp"
Animal Staff (Greater),Common,"8","460 gp"
Swarmeater's Clasp,Uncommon,"8","460 gp"
Trinity Geode (Greater),Common,"8","460 gp"
Rod of Wonder,Rare,"8","465 gp"
Staff of Healing (Greater),Common,"8","470 gp"
Bloodbane,Uncommon,"8","475 gp"
Collar of Inconspicuousness,Common,"8","475 gp"
Frog Chair,Uncommon,"8","475 gp"
Hundred-Moth Caress,Common,"8","475 gp"
Mask of the Cursed Eye,Uncommon,"8","475 gp"
Flaying Knife,Uncommon,"8","480 gp"
Summoning Handscroll,Common,"8","480 gp"
Wondrous Figurine (Bismuth Leopards),Uncommon,"8","495 gp"
Bag of Cats,Uncommon,"8","500 gp"
Blast Lance (Greater),Uncommon,"8","500 gp"
Breath Blaster,Uncommon,"8","500 gp"
Campaign Stable,Uncommon,"8","500 gp"
Containment Contraption,Uncommon,"8","500 gp"
Corrosive,Common,"8","500 gp"
Crown of the Fire Eater,Uncommon,"8","500 gp"
Deafening Music Box,Uncommon,"8","500 gp"
Dragon's Breath (3rd-Level Spell),Uncommon,"8","500 gp"
Flaming,Common,"8","500 gp"
Folding Boat,Uncommon,"8","500 gp"
Frost,Common,"8","500 gp"
Invisibility,Common,"8","500 gp"
Lover's Gloves,Common,"8","500 gp"
Magic Armor (+1 Resilient),Common,"8","500 gp"
Moonstone Diadem,Rare,"8","500 gp"
Peachwood Object (Standard-Grade),Uncommon,"8","500 gp (per Bulk)"
Portable Gaming Hall,Uncommon,"8","500 gp"
Shock,Common,"8","500 gp"
Sinister Knight,Uncommon,"8","500 gp"
Skittering Mask (Greater),Uncommon,"8","500 gp"
Thundering,Common,"8","500 gp"
Umbral Wings,Uncommon,"8","500 gp"
Wand of Crackling Lightning (3rd-Level Spell),Common,"8","500 gp"
Wand of Smoldering Fireballs (3rd-Level Spell),Common,"8","500 gp"
Wand of Teeming Ghosts (3rd-Level Spell),Uncommon,"8","500 gp"
Wand of Widening (3rd-Level Spell),Common,"8","500 gp"
Warcaller's Chime of Refuge,Uncommon,"8","500 gp"
Clockwork Macuahuitl,Rare,"8","550 gp"
Darkwood Tower Shield (Standard-Grade),Uncommon,"8","560 gp"
Aquarium Lamp,Uncommon,"8","1,500 gp"
Mobile Inn,Rare,"8","1,500 gp"
Cursed Dreamstone,Uncommon,"9","0"
Key to the Stomach,Rare,"9","0"
Oath of the Devoted,Rare,"9","0"
Self-Emptying Pocket,Rare,"9","0"
Impossible Cake (Greater),Uncommon,"9","25 gp"
Devil's Trident,Unique,"9","100 gp"
Body Recovery Kit,Uncommon,"9","101 gp"
Caustic Deteriorating Dust,Uncommon,"9","105 gp"
Cheetah's Elixir (Greater),Common,"9","110 gp"
Javelin of Lightning,Common,"9","110 gp"
Lich Dust,Common,"9","110 gp"
Mana-Rattler Liniment,Uncommon,"9","110 gp"
Spider Root,Common,"9","110 gp"
Frost Worm Snare,Uncommon,"9","115 gp"
Sight-Theft Grit,Uncommon,"9","115 gp"
Brewer's Regret,Uncommon,"9","120 gp"
Feast of Hungry Ghosts,Common,"9","120 gp"
Ghostly Portal Paint,Uncommon,"9","120 gp"
Golden Branding Iron (Greater),Uncommon,"9","120 gp"
Indomitable Keepsake (Greater),Common,"9","120 gp"
Puff Dragon,Uncommon,"9","120 gp"
Searing Suture (greater),Uncommon,"9","120 gp"
Enfilading Arrow,Uncommon,"9","125 gp"
Gecko Pads (Greater),Uncommon,"9","125 gp"
Healer's Gel (Moderate),Common,"9","125 gp"
Noxious Incense,Common,"9","125 gp"
Potion of Minute Echoes,Common,"9","125 gp"
Rebound Fulu,Common,"9","125 gp"
Silencing Ammunition,Uncommon,"9","125 gp"
Thunderbird Tuft (Greater),Common,"9","125 gp"
Transposition Ammunition,Uncommon,"9","125 gp"
Corpsecaller Round,Uncommon,"9","130 gp"
Explosive Ammunition,Common,"9","130 gp"
Feather Token (Whip),Common,"9","130 gp"
Storm Arrow,Common,"9","130 gp"
Bitter,Uncommon,"9","135 gp"
Dust of Disappearance,Common,"9","135 gp"
Aligned Oil,Common,"9","140 gp"
Blast Boots (Greater),Uncommon,"9","140 gp"
Camouflage Suit (Superb),Common,"9","140 gp"
Cold Iron Blanch (Moderate),Uncommon,"9","140 gp"
5th-Level Scroll,Common,"9","150 gp"
Abysium Powder,Rare,"9","150 gp"
Basilisk Eye,Common,"9","150 gp"
Elixir of Life (Moderate),Common,"9","150 gp"
Impact Foam Chassis (Greater),Uncommon,"9","150 gp"
Ixamè's Eye,Rare,"9","150 gp"
Spellstrike Ammunition (Type IV),Common,"9","150 gp"
Spiderfoot Brew (Greater),Uncommon,"9","150 gp"
Lock (Good),Common,"9","200 gp"
Tlil Mask (Greater),Uncommon,"9","240 gp"
Manacles (Good),Common,"9","250 gp"
Necklace of Fireballs III,Common,"9","300 gp"
Handcuffs (Good),Uncommon,"9","350 gp"
Sovereign Steel Object (Standard-Grade),Rare,"9","500 gp (per Bulk)"
Fulu Compendium,Uncommon,"9","550 gp"
Amphibious Chair,Common,"9","575 gp"
Earthsight Box,Uncommon,"9","575 gp"
Energy Robe (Acid),Uncommon,"9","575 gp"
Anointed Waterskin,Common,"9","600 gp"
Collar of Empathy,Common,"9","600 gp"
Djezet Buckler (Standard-Grade),Rare,"9","600 gp"
Dreadsmoke Thurible,Uncommon,"9","600 gp"
Elemental Wayfinder (Earth),Uncommon,"9","600 gp"
Heartstone,Common,"9","600 gp ((200 gp when nonmagical))"
Immovable Rod,Common,"9","600 gp"
Minotaur Chair,Common,"9","600 gp"
Portable Ram (Reinforced),Common,"9","600 gp"
Printing Press,Rare,"9","600 gp"
Shoony Shovel,Rare,"9","600 gp"
Silent Bell,Uncommon,"9","600 gp"
Sleeves of Storage (Greater),Common,"9","600 gp"
Smogger,Uncommon,"9","600 gp"
Spellender,Uncommon,"9","600 gp"
Stanching (Greater),Uncommon,"9","600 gp"
Thousand-Blade Thesis,Uncommon,"9","600 gp"
Underwater Firing Mechanism,Uncommon,"9","600 gp"
Vine of Roses,Uncommon,"9","600 gp"
Triton's Conch,Common,"9","640 gp"
Armbands of Athleticism,Common,"9","645 gp"
Belt of the Five Kings,Uncommon,"9","650 gp"
Blast Suit,Uncommon,"9","650 gp"
Bracers of Missile Deflection (Greater),Common,"9","650 gp"
Chain of the Stilled Spirit,Uncommon,"9","650 gp"
Coyote Cloak (Greater),Common,"9","650 gp"
Crushing (Greater),Uncommon,"9","650 gp"
Dancing Scarf (Greater),Common,"9","650 gp"
Diviner's Nose Chain,Uncommon,"9","650 gp"
Elemental Wayfinder (Air),Uncommon,"9","650 gp"
Enveloping Light (Greater),Uncommon,"9","650 gp"
Force Shield,Uncommon,"9","650 gp"
Gourd Home,Rare,"9","650 gp"
Hat of the Magi (Greater),Common,"9","650 gp"
Inspiring Spotlight,Uncommon,"9","650 gp"
Librarian's Baton,Rare,"9","650 gp"
Paired (Greater),Uncommon,"9","650 gp"
Pendant of the Occult (Greater),Common,"9","650 gp"
Persona Mask (Greater),Common,"9","650 gp"
Shadow (Greater),Common,"9","650 gp"
Starless Scope,Unique,"9","650 gp"
Djezet Shield (Standard-Grade),Rare,"9","660 gp"
Tracker's Goggles (Greater),Common,"9","660 gp"
Dragonslayer's Shield,Uncommon,"9","670 gp"
Ventriloquist's Ring (Greater),Common,"9","670 gp"
Knapsack of Halflingkind,Uncommon,"9","675 gp"
Victory Plate,Uncommon,"9","675 gp"
Bountiful Cauldron,Uncommon,"9","680 gp"
